ChainId;Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;
1;Aave USDC-Aave GHO;0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;415953175;
42161;eeUSDC-yUSND;0x6F7F4E708d54e314892Df3d6960e1dd987F75141;USND;0x4ecf61a6c2FaB8A047CEB3B3B263B401763e9D49;84570121778867798966;
1;75SDEX25AaveLidoETH;0x4eB7C7fD67B9b2C24d9fF1601ccDa5A01bD40c7f;SDEX;0x5DE8ab7E27f6E7A1fFf3E5B337584Aa43961BEeF;24547501182327282432000;
42161;EURe-Aave USDC;0x7f49d37D0dA53A4899Bc0ba916F59Ec9D4E6d1e2;USDC;0xaf88d065e77c8cC2239327C5EDb3A432268e5831;290176858;
1;EURe-Aave USDC;0x7f49d37D0dA53A4899Bc0ba916F59Ec9D4E6d1e2;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;355553456;
1;Aave GHO/USDT/USDC;0x9b237fA1958E3022464343137738926d38815801;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;326103904;
1;Surge Fluid wstETH-wETH;0x1CCE9d493224A19FcB5f7fBade8478630141CB54;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;310509977;
1;Surge tETH-Lido wstETH;0xd5A0Eb558d62780B10Ecc202D0049B89F6145073;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;525298919;
1;Aave GHO/USDT/USDC;0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;1325429629;
