ChainId;Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;
1;MUSD+crv2pool ;0x7D6b0D7e8F5E78c0890F9e512eD70F57fd225cac;MUSD;0xdD468A1DDc392dcdbEf6db6e34E89AA338F9F186;2947666436832031174676;
1;WETH+SPC ;0x46b17b13490fF4dcd435d5d06f9Bf8649e2911Aa;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;434748180;
1;msUSD+FRAXBP ;0xd5f2e6612E41bE48461FDBA20061E3c778Fe6EC4;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;4451770182;
1;frxUSD+msUSD ;0x6a253c9fe5AaFF662e072Aa694CE53b917aDb278;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;8215189079;
1;msETH+WETH ;0x4e227d29b33B77113F84bcC189a6F886755a1f24;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;14719536900;
1;USDaf+frxUSD ;0xE424b21a40CAd025B2f806B9a2d32Fdeaa78eE58;ASF;0x59a529070fBb61e6D6c91f952CcB7f35c34Cf8Aa;737189861108285171447;
1;USDaf+frxUSD ;0xE424b21a40CAd025B2f806B9a2d32Fdeaa78eE58;opASF;0x7fE24F1A024D33506966CB7CA48Bab8c65fB632d;1474379722216570582820;
1;uniBTC+brBTC ;0xAA7Fb75AC4A0729fB45C3aD165505B435973e812;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;1263825540916257143183;
1;uniBTC+brBTC ;0xAA7Fb75AC4A0729fB45C3aD165505B435973e812;CRV;0xD533a949740bb3306d119CC777fa900bA034cd52;95970900736444430063;
1;MIM+3Crv ;0xd8b712d29381748dB89c36BCa0138d7c75866ddF;SPELL;0x090185f2135308BaD17527004364eBcC2D37e5F6;44045667779339557440967492;
1;DOLA+wstUSR ;0xd93b3CD2718321DDB341845925DB273aEdEC4D56;DOLA;0x865377367054516e17014CcdED1e7d814EDC9ce4;17883612225986798404188;
1;DOLA+sUSDS ;0x8B0aBcFC78a5c14520682FCD76A0E52B71126079;DOLA;0x865377367054516e17014CcdED1e7d814EDC9ce4;2735542979118439526257;
1;iUSD+USDC ;0x1423F745C0eFBB7f9DB9CFaD3403F90D16b10857;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;834187067;
1;scrvUSD+USDaf ;0x3e56EC9bD2992D9220eD615CEaeC59613cCac730;ASF;0x59a529070fBb61e6D6c91f952CcB7f35c34Cf8Aa;2069529304638235761137;
1;scrvUSD+USDaf ;0x3e56EC9bD2992D9220eD615CEaeC59613cCac730;opASF;0x7fE24F1A024D33506966CB7CA48Bab8c65fB632d;4139058609276471842177;
1;ETH+ETHx ;0x7671299eA7B4bbE4f3fD305A994e6443b4be680E;USDT;0xdAC17F958D2ee523a2206206994597C13D831ec7;291431636;
1;WETH+ASF ;0x1a38A26f1EB658f0CAef3A5A722e56d44511279B;USDT;0xdAC17F958D2ee523a2206206994597C13D831ec7;479054746;
1;MUSD+sUSDe ;0x1169ba7f4204F26Ff5aF55A7aAFbdAaDFDf9FAA2;MUSD;0xdD468A1DDc392dcdbEf6db6e34E89AA338F9F186;2392964781371258775360;
