Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;Reward sd Value;Share % per Protocol
B-sdBAL-STABLE;0xDc2Df969EE5E66236B950F5c4c5f8aBe62035df2;SDT;0x73968b9a57c6E53d41345FD57a6E6ae27d6CDB2F;402.427341;16.213757;2.16
80T-20TBTC;0xCc6A23446f6388D78F3037BD55f2eB820352d982;T;0xCdF7028ceAB81fA0C6971208e83fa7872994beE5;9738.740561;30.919497;4.12
2BTC;0x21c377cBB2bEdDd8534308E5CdfeBE35fDF817E8;T;0xCdF7028ceAB81fA0C6971208e83fa7872994beE5;9326.337311;29.610159;3.95
50wstETH-50ACX;0xf7b0751fea697cf1a541a5f57d11058a8fb794ee;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;296.526744;48.227653;6.43
wstETH-rETH-sfrxETH-BPT;0x0021e01b9fab840567a8291b864ff783894eabc6;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;93.290173;15.172885;2.02
wstETH-WETH-BPT;0x5c0f23a5c1be65fa710d385814a7fd1bda480b1c;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;183.445384;29.835893;3.98
50rETH-50RPL;0x2c2179abce3413e27bda6917f60ae37f96d01826;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;147.802143;24.038811;3.20
ShezUSD/sDAI;0xa71adac76a2e34f8f988fa6992e3bdad08d92c01;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;31.041277;5.048610;0.67
maticX-WMATIC-BPT;0x9965713498c74aee49cef80b2195461f188f24f8;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;145.453206;23.656776;3.15
ggAVAX-WAVAX-BPT;0xa86e8e8cfae8c9847fa9381d4631c13c7b3466bd;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;476.687484;77.529326;10.33
bb-WETH-wstETH;0xf8c85bd74fee26831336b51a90587145391a27ba;USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;150.225335;24.432924;3.26
50WETH-50AURA;0x275df57d2b23d53e20322b4bb71bf1dcb21d0a00;AURA;0xc0c293ce456ff0ed870add98a0828dd4d2903dbf;1951.461047;138.892704;18.51
B-auraBAL-STABLE;0x0312aa8d0ba4a1969fddb382235870bf55f7f242;AURA;0xc0c293ce456ff0ed870add98a0828dd4d2903dbf;2070.535591;147.367680;19.64
80D2D-20USDC;0x1249c510e066731FF14422500466A7102603da9e;sdBal;0xF24d8651578a55b0C119B9910759a351A3458895;54.260000;54.260000;7.23
20GYD-80D2D;0xBC5E2f2945Ff4a6568C4DBD3aA15D9e8FfDF0125;sdBal;0xF24d8651578a55b0C119B9910759a351A3458895;85.260000;85.260000;11.36
